time,poa_global,poa_direct,poa_diffuse,temp_air,wind_speed
2020-03-05 09:06:00,672.61,432.67,239.94,30.8,1.79
2020-03-05 10:06:00,746.97,402.84,344.13,32.27,1.45
2020-03-05 11:06:00,826.51,463.72,362.79,33.79,1.31
2020-03-05 12:06:00,792.74,388.41,404.33,34.57,1.31
2020-03-05 13:06:00,779.11,436.07,343.03999999999996,34.83,1.45
2020-03-05 14:06:00,675.99,386.82,289.16,34.82,1.79
2020-03-05 15:06:00,429.12,158.64,270.47,30.05,1.03
2020-03-05 16:06:00,298.93,137.74,161.19,28.21,0.28
2020-03-05 17:06:00,70.38,16.54,53.839999999999996,26.63,0.76
2020-03-05 18:06:00,0.0,0.0,0.0,26.11,0.9
2020-03-05 19:06:00,0.0,0.0,0.0,27.8,1.45
2020-03-05 20:06:00,0.0,0.0,0.0,27.5,1.52
2020-03-05 21:06:00,0.0,0.0,0.0,27.2,1.38
2020-03-05 22:06:00,0.0,0.0,0.0,26.88,1.24
2020-03-05 23:06:00,0.0,0.0,0.0,26.65,1.17
2020-03-06 00:06:00,0.0,0.0,0.0,26.36,1.24
2020-03-06 01:06:00,0.0,0.0,0.0,26.06,1.38
2020-03-06 02:06:00,0.0,0.0,0.0,25.82,1.38
2020-03-06 03:06:00,0.0,0.0,0.0,25.6,1.45
2020-03-06 04:06:00,0.0,0.0,0.0,25.42,1.38
2020-03-06 05:06:00,0.0,0.0,0.0,25.36,1.17
2020-03-06 06:06:00,32.06,6.24,25.83,25.32,0.76
2020-03-06 07:06:00,250.79,111.78,139.02,26.83,0.9
2020-03-06 08:06:00,421.95,182.33,239.61,29.15,2.14
2020-03-06 09:06:00,547.27,209.08,338.2,30.33,1.93
2020-03-06 10:06:00,669.4,269.68,399.72,31.6,1.52
2020-03-06 11:06:00,861.23,544.02,317.21000000000004,32.56,1.52
2020-03-06 12:06:00,852.72,509.76,342.96,33.84,1.1
2020-03-06 13:06:00,795.4,472.54,322.87,34.52,1.38
2020-03-06 14:06:00,645.56,328.87,316.69,29.71,2.83
2020-03-06 15:06:00,459.58,198.13,261.45,27.92,1.72
2020-03-06 16:06:00,53.8,0.0,53.81,28.5,1.86
2020-03-06 17:06:00,44.79,3.72,41.07,28.09,1.72
2020-03-06 18:06:00,0.0,0.0,0.0,27.55,1.72
2020-03-06 19:06:00,0.0,0.0,0.0,28.25,2.14
2020-03-06 20:06:00,0.0,0.0,0.0,27.9,1.93
2020-03-06 21:06:00,0.0,0.0,0.0,27.57,1.72
2020-03-06 22:06:00,0.0,0.0,0.0,27.3,1.66
2020-03-06 23:06:00,0.0,0.0,0.0,26.94,1.52
2020-03-07 00:06:00,0.0,0.0,0.0,26.67,1.52
2020-03-07 01:06:00,0.0,0.0,0.0,26.46,1.59
2020-03-07 02:06:00,0.0,0.0,0.0,26.47,1.59
2020-03-07 03:06:00,0.0,0.0,0.0,26.39,1.17
2020-03-07 04:06:00,0.0,0.0,0.0,26.36,1.31
2020-03-07 05:06:00,0.0,0.0,0.0,26.29,1.1
2020-03-07 06:06:00,25.13,2.99,22.14,26.34,0.9
2020-03-07 07:06:00,242.72,102.34,140.38,26.65,2.14
2020-03-07 08:06:00,482.22,284.61,197.61,28.31,2.28
2020-03-07 09:06:00,676.5,450.3,226.19,29.71,1.59
2020-03-07 10:06:00,817.1,574.89,242.20000000000002,30.76,1.1
2020-03-07 11:06:00,868.89,571.1,297.79,31.71,1.1
2020-03-07 12:06:00,399.06,19.36,379.7,31.26,1.59
2020-03-07 13:06:00,573.69,143.84,429.86,29.04,2.07
2020-03-07 14:06:00,464.12,101.14,362.97999999999996,28.75,2.34
2020-03-07 15:06:00,510.52,286.21,224.31,27.55,2.28
2020-03-07 16:06:00,70.56,0.0,70.56,27.56,1.86
2020-03-07 17:06:00,42.42,2.42,40.0,27.69,2.48
2020-03-07 18:06:00,0.0,0.0,0.0,26.97,1.79
2020-03-07 19:06:00,0.0,0.0,0.0,26.7,1.93
2020-03-07 20:06:00,0.0,0.0,0.0,26.24,1.72
2020-03-07 21:06:00,0.0,0.0,0.0,25.77,1.52
2020-03-07 22:06:00,0.0,0.0,0.0,25.29,1.38
2020-03-07 23:06:00,0.0,0.0,0.0,24.98,1.31
2020-03-08 00:06:00,0.0,0.0,0.0,24.74,1.31
2020-03-08 01:06:00,0.0,0.0,0.0,24.59,1.24
2020-03-08 02:06:00,0.0,0.0,0.0,24.65,1.17
2020-03-08 03:06:00,0.0,0.0,0.0,24.79,1.59
2020-03-08 04:06:00,0.0,0.0,0.0,24.98,1.45
2020-03-08 05:06:00,0.0,0.0,0.0,25.08,1.38
2020-03-08 06:06:00,23.52,1.43,22.09,25.09,0.48
2020-03-08 07:06:00,126.39,10.46,115.92999999999999,25.73,1.1
2020-03-08 08:06:00,263.2,31.7,231.5,27.54,1.31
2020-03-08 09:06:00,526.71,183.71,343.0,29.42,1.17
2020-03-08 10:06:00,735.68,384.15,351.53000000000003,31.04,0.97
2020-03-08 11:06:00,868.13,571.85,296.27,32.67,0.76
2020-03-08 12:06:00,883.95,599.98,283.96999999999997,33.72,0.9
2020-03-08 13:06:00,658.98,238.79,420.19,34.58,0.97
2020-03-08 14:06:00,651.11,345.5,305.61,34.96,1.03
2020-03-08 15:06:00,527.22,322.07,205.14,34.4,0.97
2020-03-08 16:06:00,291.29,132.56,158.73000000000002,32.59,1.52
2020-03-08 17:06:00,61.59,10.61,50.97,29.72,1.72
2020-03-08 18:06:00,0.0,0.0,0.0,28.84,1.66
2020-03-08 19:06:00,0.0,0.0,0.0,29.49,1.66
2020-03-08 20:06:00,0.0,0.0,0.0,28.73,1.66
2020-03-08 21:06:00,0.0,0.0,0.0,28.13,1.66
2020-03-08 22:06:00,0.0,0.0,0.0,27.66,1.59
2020-03-08 23:06:00,0.0,0.0,0.0,27.26,1.52
2020-03-09 00:06:00,0.0,0.0,0.0,26.79,1.38
2020-03-09 01:06:00,0.0,0.0,0.0,26.37,1.38
2020-03-09 02:06:00,0.0,0.0,0.0,26.19,1.38
2020-03-09 03:06:00,0.0,0.0,0.0,25.97,1.38
2020-03-09 04:06:00,0.0,0.0,0.0,25.74,1.24
2020-03-09 05:06:00,0.0,0.0,0.0,25.66,1.03
2020-03-09 06:06:00,27.48,2.73,24.75,25.55,0.83
2020-03-09 07:06:00,221.89,77.65,144.24,26.77,1.24
2020-03-09 08:06:00,427.37,190.94,236.43,28.66,2.07
2020-03-09 09:06:00,539.91,200.97,338.95,30.31,1.66
2020-03-09 10:06:00,643.08,235.18,407.9,32.02,1.38
2020-03-09 11:06:00,750.42,330.39,420.04,33.65,1.1
2020-03-09 12:06:00,699.64,248.7,450.93,34.95,1.03
2020-03-09 13:06:00,731.61,355.09,376.53,35.54,0.97
2020-03-09 14:06:00,553.05,194.32,358.73999999999995,35.51,1.1
2020-03-09 15:06:00,505.03,281.98,223.05,34.61,1.59
2020-03-09 16:06:00,274.26,110.7,163.55,32.68,2.48
2020-03-09 17:06:00,50.6,5.74,44.87,31.0,1.86
2020-03-09 18:06:00,0.0,0.0,0.0,29.96,2.21
2020-03-09 19:06:00,0.0,0.0,0.0,29.61,2.34
2020-03-09 20:06:00,0.0,0.0,0.0,28.9,2.28
2020-03-09 21:06:00,0.0,0.0,0.0,28.26,1.93
2020-03-09 22:06:00,0.0,0.0,0.0,27.75,1.79
2020-03-09 23:06:00,0.0,0.0,0.0,27.25,1.66
2020-03-10 00:06:00,0.0,0.0,0.0,26.87,1.59
2020-03-10 01:06:00,0.0,0.0,0.0,26.54,1.52
2020-03-10 02:06:00,0.0,0.0,0.0,26.21,1.31
2020-03-10 03:06:00,0.0,0.0,0.0,26.11,1.24
2020-03-10 04:06:00,0.0,0.0,0.0,26.2,0.97
2020-03-10 05:06:00,0.0,0.0,0.0,26.3,0.83
2020-03-10 06:06:00,33.5,5.21,28.29,26.31,0.48
2020-03-10 07:06:00,231.71,87.48,144.23000000000002,27.04,1.72
2020-03-10 08:06:00,439.96,210.61,229.35,28.84,2.14
2020-03-10 09:06:00,618.12,326.48,291.64,30.38,2.14
2020-03-10 10:06:00,715.78,350.03,365.73999999999995,31.62,1.93
2020-03-10 11:06:00,629.96,170.39,459.57,33.19,1.59
2020-03-10 12:06:00,760.91,340.64,420.28000000000003,34.23,1.52
2020-03-10 13:06:00,750.76,393.51,357.25,34.69,1.52
2020-03-10 14:06:00,648.11,348.08,300.03000000000003,34.13,1.45
2020-03-10 15:06:00,370.66,96.0,274.67,31.84,2.69
2020-03-10 16:06:00,281.61,120.97,160.65,28.74,1.72
2020-03-10 17:06:00,72.55,17.85,54.71,28.82,1.38
2020-03-10 18:06:00,0.0,0.0,0.0,28.35,1.24
2020-03-10 19:06:00,0.0,0.0,0.0,28.63,1.86
2020-03-10 20:06:00,0.0,0.0,0.0,28.11,1.79
2020-03-10 21:06:00,0.0,0.0,0.0,27.65,1.66
2020-03-10 22:06:00,0.0,0.0,0.0,27.21,1.45
2020-03-10 23:06:00,0.0,0.0,0.0,26.84,1.31
2020-03-11 00:06:00,0.0,0.0,0.0,26.56,1.31
2020-03-11 01:06:00,0.0,0.0,0.0,26.19,1.31
2020-03-11 02:06:00,0.0,0.0,0.0,25.93,1.38
2020-03-11 03:06:00,0.0,0.0,0.0,25.72,1.52
2020-03-11 04:06:00,0.0,0.0,0.0,25.82,1.52
2020-03-11 05:06:00,0.0,0.0,0.0,26.13,1.66
2020-03-11 06:06:00,29.33,3.73,25.610000000000003,26.36,1.66
2020-03-11 07:06:00,214.28,68.87,145.42000000000002,27.28,2.48
2020-03-11 08:06:00,267.48,33.32,234.16,28.81,2.55
2020-03-11 09:06:00,201.1,0.0,201.11,30.42,2.14
2020-03-11 10:06:00,618.91,207.31,411.6,31.82,1.72
2020-03-11 11:06:00,513.15,73.99,439.16,33.15,1.72
2020-03-11 12:06:00,648.44,189.83,458.59999999999997,33.53,1.59
2020-03-11 13:06:00,580.71,152.6,428.11,33.81,1.52
2020-03-11 14:06:00,469.52,107.41,362.12,29.13,2.9
2020-03-11 15:06:00,331.66,64.54,267.11999999999995,27.0,2.34
2020-03-11 16:06:00,119.47,3.56,115.9,27.25,2.62
2020-03-11 17:06:00,51.44,6.5,44.93,27.42,1.59
2020-03-11 18:06:00,0.0,0.0,0.0,27.27,1.17
2020-03-11 19:06:00,0.0,0.0,0.0,27.05,1.45
2020-03-11 20:06:00,0.0,0.0,0.0,26.98,1.38
2020-03-11 21:06:00,0.0,0.0,0.0,26.73,1.24
2020-03-11 22:06:00,0.0,0.0,0.0,26.61,1.1
2020-03-11 23:06:00,0.0,0.0,0.0,26.27,1.17
2020-03-12 00:06:00,0.0,0.0,0.0,26.02,1.17
2020-03-12 01:06:00,0.0,0.0,0.0,25.76,1.1
2020-03-12 02:06:00,0.0,0.0,0.0,25.54,1.1
2020-03-12 03:06:00,0.0,0.0,0.0,25.41,1.03
2020-03-12 04:06:00,0.0,0.0,0.0,25.25,0.97
2020-03-12 05:06:00,0.0,0.0,0.0,25.01,0.83
2020-03-12 06:06:00,27.35,2.37,24.98,24.86,0.48
2020-03-12 07:06:00,174.81,33.88,140.92000000000002,26.54,0.9
2020-03-12 08:06:00,337.13,82.89,254.23999999999998,28.43,1.52
2020-03-12 09:06:00,527.32,187.24,340.08000000000004,30.32,1.66
2020-03-12 10:06:00,597.15,180.5,416.64,31.52,1.38
2020-03-12 11:06:00,771.72,378.3,393.42,32.43,1.24
2020-03-12 12:06:00,618.77,158.46,460.31,33.38,0.97
2020-03-12 13:06:00,747.05,400.76,346.29,32.97,1.24
2020-03-12 14:06:00,573.44,228.94,344.51,32.66,1.1
2020-03-12 15:06:00,441.17,185.1,256.06,31.8,1.59
2020-03-12 16:06:00,290.17,138.79,151.39,28.85,1.45
2020-03-12 17:06:00,40.27,2.1,38.160000000000004,28.56,1.38
2020-03-12 18:06:00,0.0,0.0,0.0,28.2,1.31
2020-03-12 19:06:00,0.0,0.0,0.0,27.32,1.38
2020-03-12 20:06:00,0.0,0.0,0.0,26.92,1.45
2020-03-12 21:06:00,0.0,0.0,0.0,26.53,1.31
2020-03-12 22:06:00,0.0,0.0,0.0,26.46,0.0
2020-03-12 23:06:00,0.0,0.0,0.0,25.25,1.38
2020-03-13 00:06:00,0.0,0.0,0.0,24.67,0.69
2020-03-13 01:06:00,0.0,0.0,0.0,24.69,0.55
2020-03-13 02:06:00,0.0,0.0,0.0,24.72,0.62
2020-03-13 03:06:00,0.0,0.0,0.0,24.52,0.97
2020-03-13 04:06:00,0.0,0.0,0.0,24.44,0.76
2020-03-13 05:06:00,0.0,0.0,0.0,24.33,0.28
2020-03-13 06:06:00,36.0,4.52,31.48,24.29,0.28
2020-03-13 07:06:00,233.03,90.36,142.67,25.11,0.34
2020-03-13 08:06:00,447.42,231.91,215.51,27.07,0.69
2020-03-13 09:06:00,614.68,335.38,279.29999999999995,28.81,0.62
2020-03-13 10:06:00,773.01,495.52,277.48,30.67,0.62
2020-03-13 11:06:00,850.91,570.03,280.88,31.82,0.41
2020-03-13 12:06:00,848.86,554.45,294.40999999999997,33.1,0.34
2020-03-13 13:06:00,792.99,520.29,272.7,33.09,0.28
2020-03-13 14:06:00,666.63,412.64,253.99,33.57,0.14
2020-03-13 15:06:00,455.83,210.04,245.79,33.64,0.76
2020-03-13 16:06:00,257.95,97.01,160.94,30.43,1.79
2020-03-13 17:06:00,67.37,14.28,53.1,28.44,1.45
2020-03-13 18:06:00,0.0,0.0,0.0,27.88,1.79
2020-03-13 19:06:00,0.0,0.0,0.0,28.2,2.21
2020-03-13 20:06:00,0.0,0.0,0.0,27.46,1.66
2020-03-13 21:06:00,0.0,0.0,0.0,26.88,1.31
2020-03-13 22:06:00,0.0,0.0,0.0,26.36,1.24
2020-03-13 23:06:00,0.0,0.0,0.0,26.0,1.24
2020-03-14 00:06:00,0.0,0.0,0.0,25.68,1.24
2020-03-14 01:06:00,0.0,0.0,0.0,25.36,1.03
2020-03-14 02:06:00,0.0,0.0,0.0,25.12,0.9
2020-03-14 03:06:00,0.0,0.0,0.0,24.98,0.83
2020-03-14 04:06:00,0.0,0.0,0.0,25.03,0.62
2020-03-14 05:06:00,0.0,0.0,0.0,25.22,0.28
2020-03-14 06:06:00,20.29,0.0,20.28,25.73,0.41
2020-03-14 07:06:00,253.95,117.36,136.58999999999997,26.79,1.31
2020-03-14 08:06:00,421.38,181.47,239.92000000000002,27.75,1.59
2020-03-14 09:06:00,581.88,263.43,318.45,29.46,1.45
2020-03-14 10:06:00,683.63,296.29,387.33000000000004,31.13,1.17
2020-03-14 11:06:00,822.37,480.95,341.41,32.47,1.03
2020-03-14 12:06:00,839.93,513.92,326.0,33.83,0.9
2020-03-14 13:06:00,780.89,474.02,306.87,34.51,0.76
2020-03-14 14:06:00,642.64,348.48,294.15999999999997,35.03,0.55
2020-03-14 15:06:00,440.3,182.46,257.85,34.98,0.76
2020-03-14 16:06:00,221.75,56.36,165.4,34.35,1.59
2020-03-14 17:06:00,45.85,3.95,41.9,32.22,2.34
2020-03-14 18:06:00,0.0,0.0,0.0,30.07,2.76
2020-03-14 19:06:00,0.0,0.0,0.0,28.97,2.41
2020-03-14 20:06:00,0.0,0.0,0.0,27.76,2.07
2020-03-14 21:06:00,0.0,0.0,0.0,27.08,1.59
2020-03-14 22:06:00,0.0,0.0,0.0,26.56,1.24
2020-03-14 23:06:00,0.0,0.0,0.0,26.14,1.24
2020-03-15 00:06:00,0.0,0.0,0.0,25.82,1.31
2020-03-15 01:06:00,0.0,0.0,0.0,25.52,1.31
2020-03-15 02:06:00,0.0,0.0,0.0,25.33,1.24
2020-03-15 03:06:00,0.0,0.0,0.0,25.14,0.9
2020-03-15 04:06:00,0.0,0.0,0.0,24.81,0.48
2020-03-15 05:06:00,0.0,0.0,0.0,25.11,0.21
2020-03-15 06:06:00,38.66,6.15,32.51,24.87,0.41
2020-03-15 07:06:00,226.23,78.09,148.13,26.3,0.83
2020-03-15 08:06:00,382.68,125.48,257.21,28.13,1.52
2020-03-15 09:06:00,612.16,315.57,296.59000000000003,29.65,1.1
2020-03-15 10:06:00,728.27,373.9,354.37,31.54,0.69
2020-03-15 11:06:00,818.98,466.73,352.26,32.83,0.48
2020-03-15 12:06:00,847.69,529.18,318.5,34.1,0.41
2020-03-15 13:06:00,801.84,526.35,275.49,34.99,0.34
2020-03-15 14:06:00,667.88,403.23,264.66,35.56,0.48
2020-03-15 15:06:00,463.87,219.14,244.73,35.68,0.83
2020-03-15 16:06:00,258.07,95.11,162.97,34.98,1.17
2020-03-15 17:06:00,57.25,8.59,48.67,33.27,1.79
2020-03-15 18:06:00,0.0,0.0,0.0,31.4,2.48
2020-03-15 19:06:00,0.0,0.0,0.0,30.42,2.69
2020-03-15 20:06:00,0.0,0.0,0.0,29.25,2.62
2020-03-15 21:06:00,0.0,0.0,0.0,28.49,2.14
2020-03-15 22:06:00,0.0,0.0,0.0,27.94,1.72
2020-03-15 23:06:00,0.0,0.0,0.0,27.39,1.45
2020-03-16 00:06:00,0.0,0.0,0.0,26.93,1.38
2020-03-16 01:06:00,0.0,0.0,0.0,26.53,1.31
2020-03-16 02:06:00,0.0,0.0,0.0,26.48,1.24
2020-03-16 03:06:00,0.0,0.0,0.0,26.43,1.31
2020-03-16 04:06:00,0.0,0.0,0.0,26.64,1.17
2020-03-16 05:06:00,0.0,0.0,0.0,26.59,1.24
2020-03-16 06:06:00,40.07,5.85,34.22,26.71,1.03
2020-03-16 07:06:00,208.79,60.11,148.68,27.31,2.21
2020-03-16 08:06:00,356.82,99.02,257.8,28.62,1.86
2020-03-16 09:06:00,554.93,222.36,332.57,30.19,1.52
2020-03-16 10:06:00,679.19,293.11,386.08,32.21,1.03
2020-03-16 11:06:00,823.62,494.08,329.54,33.87,0.55
2020-03-16 12:06:00,745.75,325.09,420.65999999999997,34.88,0.28
2020-03-16 13:06:00,761.58,440.64,320.94000000000005,36.21,0.21
2020-03-16 14:06:00,550.21,196.47,353.74,36.72,0.28
2020-03-16 15:06:00,457.53,215.4,242.11999999999998,36.65,0.62
2020-03-16 16:06:00,251.68,90.4,161.28,35.8,1.1
2020-03-16 17:06:00,57.91,9.22,48.69,34.04,2.14
2020-03-16 18:06:00,0.0,0.0,0.0,31.82,2.97
2020-03-16 19:06:00,0.0,0.0,0.0,30.37,2.76
2020-03-16 20:06:00,0.0,0.0,0.0,29.62,2.21
2020-03-16 21:06:00,0.0,0.0,0.0,28.92,1.93
2020-03-16 22:06:00,0.0,0.0,0.0,28.41,1.86
2020-03-16 23:06:00,0.0,0.0,0.0,27.99,1.66
2020-03-17 00:06:00,0.0,0.0,0.0,27.7,1.45
2020-03-17 01:06:00,0.0,0.0,0.0,27.23,1.38
2020-03-17 02:06:00,0.0,0.0,0.0,27.04,1.38
2020-03-17 03:06:00,0.0,0.0,0.0,26.69,1.24
2020-03-17 04:06:00,0.0,0.0,0.0,26.51,1.17
2020-03-17 05:06:00,0.0,0.0,0.0,26.21,0.97
2020-03-17 06:06:00,43.55,7.41,36.13999999999999,26.05,0.48
2020-03-17 07:06:00,233.52,88.66,144.85999999999999,27.77,1.79
2020-03-17 08:06:00,421.66,185.54,236.13,28.99,1.79
2020-03-17 09:06:00,569.02,246.88,322.14,30.25,1.79
2020-03-17 10:06:00,688.57,311.74,376.83,31.7,1.38
2020-03-17 11:06:00,725.89,298.54,427.34000000000003,32.84,1.1
2020-03-17 12:06:00,720.29,286.64,433.65999999999997,32.9,0.97
2020-03-17 13:06:00,672.3,271.19,401.10999999999996,34.11,0.9
2020-03-17 14:06:00,587.88,257.83,330.03999999999996,34.07,0.9
2020-03-17 15:06:00,440.74,191.64,249.08999999999997,33.68,0.9
2020-03-17 16:06:00,177.04,24.51,152.53,32.59,1.79
2020-03-17 17:06:00,41.73,2.67,39.07,30.28,2.69
2020-03-17 18:06:00,0.0,0.0,0.0,29.14,2.21
2020-03-17 19:06:00,0.0,0.0,0.0,28.83,2.28
2020-03-17 20:06:00,0.0,0.0,0.0,28.42,2.21
2020-03-17 21:06:00,0.0,0.0,0.0,27.9,2.0
2020-03-17 22:06:00,0.0,0.0,0.0,27.57,1.72
2020-03-17 23:06:00,0.0,0.0,0.0,27.2,1.66
2020-03-18 00:06:00,0.0,0.0,0.0,26.88,1.59
2020-03-18 01:06:00,0.0,0.0,0.0,26.59,1.59
2020-03-18 02:06:00,0.0,0.0,0.0,26.53,1.52
2020-03-18 03:06:00,0.0,0.0,0.0,26.5,1.24
2020-03-18 04:06:00,0.0,0.0,0.0,26.5,1.24
2020-03-18 05:06:00,0.0,0.0,0.0,26.57,1.03
2020-03-18 06:06:00,40.23,5.28,34.95,26.62,0.83
2020-03-18 07:06:00,230.75,84.75,145.98999999999998,27.22,1.66
2020-03-18 08:06:00,395.25,145.45,249.81,28.34,2.07
2020-03-18 09:06:00,393.72,54.51,339.2,29.58,2.0
2020-03-18 10:06:00,652.29,252.1,400.18,30.74,1.66
2020-03-18 11:06:00,635.12,174.69,460.44,32.57,1.52
2020-03-18 12:06:00,766.88,368.24,398.64,32.66,1.38
2020-03-18 13:06:00,687.66,296.94,390.72,33.25,1.59
2020-03-18 14:06:00,549.51,198.2,351.3,32.36,2.28
2020-03-18 15:06:00,419.4,159.58,259.82,29.77,2.62
2020-03-18 16:06:00,200.56,40.23,160.33,30.33,2.21
2020-03-18 17:06:00,48.85,5.13,43.72,30.04,1.86
2020-03-18 18:06:00,0.0,0.0,0.0,29.14,1.86
2020-03-18 19:06:00,0.0,0.0,0.0,28.32,2.07
2020-03-18 20:06:00,0.0,0.0,0.0,27.84,2.14
2020-03-18 21:06:00,0.0,0.0,0.0,27.39,2.07
2020-03-18 22:06:00,0.0,0.0,0.0,26.99,2.14
2020-03-18 23:06:00,0.0,0.0,0.0,26.62,2.07
2020-03-19 00:06:00,0.0,0.0,0.0,26.52,1.86
2020-03-19 01:06:00,0.0,0.0,0.0,26.57,1.66
2020-03-19 02:06:00,0.0,0.0,0.0,26.4,1.59
2020-03-19 03:06:00,0.0,0.0,0.0,26.41,1.38
2020-03-19 04:06:00,0.0,0.0,0.0,26.33,1.24
2020-03-19 05:06:00,0.0,0.0,0.0,26.27,1.17
2020-03-19 06:06:00,39.89,5.01,34.88,26.27,1.1
2020-03-19 07:06:00,205.79,55.55,150.23999999999998,26.93,2.21
2020-03-19 08:06:00,326.0,68.42,257.58,28.23,1.59
2020-03-19 09:06:00,500.08,149.69,350.38,29.38,1.38
2020-03-19 10:06:00,609.73,193.26,416.47,30.86,1.45
2020-03-19 11:06:00,704.11,267.4,436.71000000000004,32.41,1.66
2020-03-19 12:06:00,724.23,297.1,427.13,33.33,1.59
2020-03-19 13:06:00,698.77,321.54,377.24,32.62,2.62
2020-03-19 14:06:00,598.1,282.06,316.05,30.0,2.97
2020-03-19 15:06:00,353.01,82.53,270.47999999999996,29.69,2.83
2020-03-19 16:06:00,156.75,14.26,142.49,30.33,2.97
2020-03-19 17:06:00,44.15,3.29,40.86,29.84,2.34
2020-03-19 18:06:00,0.0,0.0,0.0,28.99,1.93
2020-03-19 19:06:00,0.0,0.0,0.0,28.25,2.0
2020-03-19 20:06:00,0.0,0.0,0.0,27.8,2.07
2020-03-19 21:06:00,0.0,0.0,0.0,27.42,1.93
2020-03-19 22:06:00,0.0,0.0,0.0,27.17,2.07
2020-03-19 23:06:00,0.0,0.0,0.0,26.6,2.14
2020-03-20 00:06:00,0.0,0.0,0.0,26.03,1.79
2020-03-20 01:06:00,0.0,0.0,0.0,25.62,1.66
2020-03-20 02:06:00,0.0,0.0,0.0,25.13,1.72
2020-03-20 03:06:00,0.0,0.0,0.0,24.98,1.59
2020-03-20 04:06:00,0.0,0.0,0.0,24.98,1.38
2020-03-20 05:06:00,0.0,0.0,0.0,24.93,1.17
2020-03-20 06:06:00,21.17,0.0,21.169999999999998,24.9,1.1
2020-03-20 07:06:00,56.45,0.0,56.449999999999996,24.2,0.97
2020-03-20 08:06:00,126.13,0.0,126.13,25.4,1.24
2020-03-20 09:06:00,364.74,38.09,326.65000000000003,26.96,2.07
2020-03-20 10:06:00,721.48,386.97,334.51,28.12,2.62
2020-03-20 11:06:00,735.43,321.63,413.8,29.52,1.79
2020-03-20 12:06:00,709.17,274.24,434.93,30.55,1.45
2020-03-20 13:06:00,523.56,98.68,424.88,31.29,1.52
2020-03-20 14:06:00,509.05,149.25,359.81,31.13,1.72
2020-03-20 15:06:00,217.52,7.78,209.73,28.86,2.55
2020-03-20 16:06:00,232.86,72.52,160.34,27.95,2.76
2020-03-20 17:06:00,43.99,3.15,40.83,27.77,2.14
2020-03-20 18:06:00,0.0,0.0,0.0,27.33,1.52
2020-03-20 19:06:00,0.0,0.0,0.0,26.35,1.59
2020-03-20 20:06:00,0.0,0.0,0.0,25.97,1.79
2020-03-20 21:06:00,0.0,0.0,0.0,25.52,1.86
2020-03-20 22:06:00,0.0,0.0,0.0,25.32,1.72
2020-03-20 23:06:00,0.0,0.0,0.0,25.18,1.52
2020-03-21 00:06:00,0.0,0.0,0.0,25.03,1.17
2020-03-21 01:06:00,0.0,0.0,0.0,24.93,0.9
2020-03-21 02:06:00,0.0,0.0,0.0,24.83,0.76
2020-03-21 03:06:00,0.0,0.0,0.0,24.65,0.76
2020-03-21 04:06:00,0.0,0.0,0.0,24.34,0.62
2020-03-21 05:06:00,0.0,0.0,0.0,24.13,0.41
2020-03-21 06:06:00,33.28,2.25,31.03,24.41,0.14
2020-03-21 07:06:00,235.64,92.79,142.86,25.61,1.1
2020-03-21 08:06:00,455.04,263.31,191.73,27.27,1.45
2020-03-21 09:06:00,504.94,158.08,346.87,29.22,1.79
2020-03-21 10:06:00,442.51,47.84,394.65999999999997,30.34,1.52
2020-03-21 11:06:00,677.65,236.21,441.44,31.85,1.17
2020-03-21 12:06:00,731.02,318.03,412.99,32.74,1.03
2020-03-21 13:06:00,637.85,229.97,407.88,33.46,1.1
2020-03-21 14:06:00,440.9,84.83,356.07,33.37,1.03
2020-03-21 15:06:00,395.13,134.0,261.14,30.69,2.0
2020-03-21 16:06:00,173.32,23.02,150.3,28.68,2.34
2020-03-21 17:06:00,44.7,3.02,41.68,27.06,1.38
2020-03-21 18:06:00,0.0,0.0,0.0,26.67,0.9
2020-03-21 19:06:00,0.0,0.0,0.0,27.9,1.38
2020-03-21 20:06:00,0.0,0.0,0.0,27.28,1.38
2020-03-21 21:06:00,0.0,0.0,0.0,26.91,1.45
2020-03-21 22:06:00,0.0,0.0,0.0,26.73,1.52
2020-03-21 23:06:00,0.0,0.0,0.0,26.33,1.52
2020-03-22 00:06:00,0.0,0.0,0.0,26.05,1.52
2020-03-22 01:06:00,0.0,0.0,0.0,25.82,1.38
2020-03-22 02:06:00,0.0,0.0,0.0,25.73,1.24
2020-03-22 03:06:00,0.0,0.0,0.0,25.77,0.97
2020-03-22 04:06:00,0.0,0.0,0.0,25.68,0.9
2020-03-22 05:06:00,0.0,0.0,0.0,25.45,0.9
2020-03-22 06:06:00,34.9,2.13,32.77,25.43,0.83
2020-03-22 07:06:00,36.16,0.0,36.160000000000004,25.23,1.52
2020-03-22 08:06:00,103.2,0.0,103.2,25.4,1.31
2020-03-22 09:06:00,206.4,0.0,206.39,26.52,0.9
2020-03-22 10:06:00,351.98,13.79,338.19000000000005,27.86,1.24
2020-03-22 11:06:00,630.27,177.17,453.1,28.15,0.83
2020-03-22 12:06:00,747.41,358.94,388.46000000000004,29.45,0.41
2020-03-22 13:06:00,673.67,294.31,379.35999999999996,30.4,0.34
2020-03-22 14:06:00,574.54,257.06,317.48,29.22,0.48
2020-03-22 15:06:00,413.24,164.62,248.62,29.37,0.55
2020-03-22 16:06:00,193.77,36.99,156.79,29.57,0.48
2020-03-22 17:06:00,46.96,4.32,42.64,28.61,0.48
